% Model,Masterthesis_Linus_PoissonsEqu.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 23 2024, 06:38"
% Dimension,1
% Nodes,301
% Expressions,1
% Description,Line graph
x-coordinate (m),Electric field norm
0,101127.2218081532
3.333333333333333E-5,101091.7799276358
6.666666666666666E-5,101056.33804711723
9.999999999999999E-5,101020.8961665975
1.333333333333333E-4,100985.45428607985
1.6666666666666666E-4,100950.01240555942
1.9999999999999998E-4,100914.6399159357
2.3333333333333333E-4,100883.43184365518
2.666666666666667E-4,100852.15438048495
3.0E-4,100820.87691731285
3.3333333333333327E-4,100789.59945414122
3.666666666666666E-4,100758.32199096866
3.9999999999999996E-4,100727.1110274042
4.333333333333333E-4,100699.72475494235
4.6666666666666666E-4,100672.27198286797
5.0E-4,100644.81921079475
5.333333333333334E-4,100617.36643872317
5.666666666666667E-4,100589.91366664693
6.0E-4,100562.52450289438
6.333333333333333E-4,100538.63476042869
6.666666666666666E-4,100514.6814096449
6.999999999999999E-4,100490.72805886157
7.333333333333332E-4,100466.77470807824
7.666666666666666E-4,100442.82135729492
7.999999999999999E-4,100418.92872354155
8.333333333333333E-4,100398.22469770559
8.666666666666666E-4,100377.45995483291
8.999999999999999E-4,100356.69521196093
9.333333333333332E-4,100335.93046908826
9.666666666666665E-4,100315.16572621651
9.999999999999998E-4,100294.45880909171
0.0010333333333333332,100276.64414294064
0.0010666666666666665,100258.77165104216
0.0010999999999999998,100240.89915914368
0.001133333333333333,100223.02666724566
0.0011666666666666663,100205.15417534672
0.0011999999999999997,100187.33661790844
0.001233333333333333,100172.12941093952
0.0012666666666666664,100156.8672695125
0.0012999999999999995,100141.6051280871
0.0013333333333333329,100126.34298666008
0.0013666666666666662,100111.08084523492
0.0013999999999999996,100095.87074697763
0.001433333333333333,100083.003555123
0.0014666666666666662,100070.08432010026
0.0014999999999999996,100057.16508507729
0.0015333333333333327,100044.24585005455
0.001566666666666666,100031.32661502995
0.0015999999999999994,100018.45653188904
0.0016333333333333328,100007.67636752175
0.0016666666666666663,99996.8470512724
0.0016999999999999995,99986.01773502259
0.0017333333333333328,99975.188418773
0.0017666666666666662,99964.35910252295
0.0017999999999999995,99953.57604686893
0.0018333333333333326,99944.64437879063
0.0018666666666666662,99935.66645011818
0.0018999999999999993,99926.68852144666
0.0019333333333333325,99917.71059277374
0.001966666666666666,99908.73266410083
0.001999999999999999,99899.79810473602
0.0020333333333333327,99892.49085819046
0.002066666666666666,99885.14024233702
0.0020999999999999994,99877.7896264838
0.0021333333333333326,99870.43901063036
0.002166666666666666,99863.08839477785
0.0021999999999999993,99855.77825694554
0.002233333333333333,99849.8858136076
0.002266666666666666,99843.95289225085
0.002299999999999999,99838.0199708934
0.0023333333333333322,99832.08704953548
0.002366666666666666,99826.15412817895
0.002399999999999999,99820.2587935559
0.0024333333333333325,99815.58599154092
0.0024666666666666656,99810.87560279248
0.0024999999999999988,99806.16521404358
0.0025333333333333323,99801.4548252942
0.002566666666666666,99796.74443654716
0.002599999999999999,99792.06874324405
0.0026333333333333326,99788.4348771004
0.0026666666666666657,99784.7663155119
0.0026999999999999993,99781.09775392246
0.0027333333333333324,99777.42919233162
0.0027666666666666655,99773.76063074358
0.002799999999999999,99770.12387331226
0.0028333333333333327,99767.36269402411
0.002866666666666666,99764.5697105783
0.002899999999999999,99761.7767271325
0.002933333333333332,99758.98374368623
0.002966666666666666,99756.19076023996
0.002999999999999999,99753.42668966693
0.0030333333333333328,99751.3864046589
0.0030666666666666663,99749.31720677787
0.0030999999999999995,99747.24800889706
0.0031333333333333326,99745.17881101463
0.0031666666666666666,99743.10961313639
0.0031999999999999997,99741.06643684022
0.0032333333333333333,99739.60970996786
0.003266666666666667,99738.12696151016
0.0033,99736.64421305293
0.003333333333333333,99735.16146459337
0.0033666666666666662,99733.678716138
0.0034,99732.21909797424
0.003433333333333333,99731.22304952517
0.0034666666666666665,99730.20387078566
0.0034999999999999996,99729.18469204474
0.003533333333333333,99728.16551330313
0.0035666666666666668,99727.14633456431
0.0036,99726.14739482896
0.0036333333333333335,99725.50360153941
0.003666666666666667,99724.83956924453
0.0037,99724.17553694919
0.0037333333333333333,99723.51150465291
0.0037666666666666664,99722.8474723585
0.0038,99722.20078778663
0.003833333333333333,99721.81528282352
0.0038666666666666667,99721.41243013821
0.0039,99721.0095774536
0.003933333333333334,99720.60672476701
0.003966666666666667,99720.20387208275
0.004,99719.81547583407
0.004033333333333333,99719.60874879989
0.004066666666666667,99719.38756532897
0.0041,99719.16638185689
0.004133333333333334,99718.94519838504
0.0041666666666666675,99718.7240149146
0.004200000000000001,99718.51439659088
0.004233333333333334,99718.4213935195
0.004266666666666668,99718.31682529813
0.0043,99718.21225707838
0.004333333333333334,99718.10768885724
0.004366666666666667,99718.0031206375
0.0044,99717.90722627845
0.004433333333333334,99717.87734964571
0.004466666666666667,99717.83879915066
0.0045000000000000005,99717.80024865549
0.004533333333333334,99717.76169815846
0.004566666666666667,99717.72314766515
0.004600000000000001,99717.69037974486
0.004633333333333334,99717.68748845789
0.004666666666666668,99717.67881459754
0.004700000000000001,99717.6701407358
0.004733333333333334,99717.66146687418
0.004766666666666667,99717.65279301442
0.004800000000000001,99717.64701044
0.0048333333333333344,99717.6494198466
0.0048666666666666684,99717.64893796493
0.004900000000000002,99717.64845608408
0.004933333333333335,99717.64797420241
0.004966666666666668,99717.64749232214
0.005000000000000001,99717.64701043908
0.005033333333333334,99717.6474923254
0.005066666666666668,99717.64797420695
0.005100000000000001,99717.64845608873
0.005133333333333334,99717.64893796993
0.005166666666666668,99717.64941985253
0.0052000000000000015,99717.64701044606
0.005233333333333335,99717.65279302094
0.005266666666666669,99717.66146688233
0.005300000000000001,99717.67014074419
0.005333333333333335,99717.67881460581
0.005366666666666668,99717.68748846743
0.005400000000000001,99717.69037975464
0.005433333333333335,99717.72314767633
0.005466666666666668,99717.76169817359
0.005500000000000001,99717.80024866993
0.0055333333333333345,99717.8387991665
0.005566666666666668,99717.8773496626
0.005600000000000002,99717.9072262987
0.005633333333333335,99718.0031206588
0.005666666666666669,99718.10768887994
0.005700000000000002,99718.21225710167
0.005733333333333335,99718.31682532188
0.005766666666666669,99718.42139354441
0.005800000000000002,99718.51439661556
0.005833333333333335,99718.72401493811
0.005866666666666669,99718.94519840972
