% Model,Masterthesis_Linus_PoissonsEqu.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 23 2024, 06:17"
% Dimension,1
% Nodes,301
% Expressions,1
% Description,Line graph
x-coordinate (m),Space Charge Density
0.0015333333333333327,-4.1661629629629654E8
0.001566666666666666,-4.0471370370370406E8
0.0015999999999999994,-3.9304000000000024E8
0.0016333333333333328,-3.8159296296296304E8
0.0016666666666666663,-3.7037037037037057E8
0.0016999999999999995,-3.5937000000000024E8
0.0017333333333333328,-3.4858962962962985E8
0.0017666666666666662,-3.3802703703703713E8
0.0017999999999999995,-3.276800000000002E8
0.0018333333333333326,-3.1754629629629654E8
0.0018666666666666662,-3.076237037037039E8
0.0018999999999999993,-2.9791000000000024E8
0.0019333333333333325,-2.884029629629632E8
0.001966666666666666,-2.791003703703705E8
0.001999999999999999,-2.7000000000000024E8
0.0020333333333333327,-2.610996296296298E8
0.002066666666666666,-2.5239703703703725E8
0.0020999999999999994,-2.4389000000000018E8
0.0021333333333333326,-2.355762962962965E8
0.002166666666666666,-2.2745370370370385E8
0.0021999999999999993,-2.195200000000002E8
0.002233333333333333,-2.117729629629631E8
0.002266666666666666,-2.0421037037037054E8
0.002299999999999999,-1.968300000000002E8
0.0023333333333333322,-1.8962962962962988E8
0.002366666666666666,-1.8260703703703725E8
0.002399999999999999,-1.7576000000000024E8
0.0024333333333333325,-1.690862962962965E8
0.0024666666666666656,-1.625837037037039E8
0.0024999999999999988,-1.5625000000000027E8
0.0025333333333333323,-1.5008296296296316E8
0.002566666666666666,-1.4408037037037054E8
0.002599999999999999,-1.3824000000000018E8
0.0026333333333333326,-1.3255962962962978E8
0.0026666666666666657,-1.270370370370372E8
0.0026999999999999993,-1.2167000000000012E8
0.0027333333333333324,-1.1645629629629646E8
0.0027666666666666655,-1.1139370370370388E8
0.002799999999999999,-1.0648000000000015E8
0.0028333333333333327,-1.0171296296296306E8
0.002866666666666666,-9.709037037037049E7
0.002899999999999999,-9.261000000000016E7
0.002933333333333332,-8.826962962962982E7
0.002966666666666666,-8.406703703703712E7
0.002999999999999999,-8.000000000000012E7
0.0030333333333333328,-7.606629629629637E7
0.0030666666666666663,-7.226370370370375E7
0.0030999999999999995,-6.859000000000007E7
0.0031333333333333326,-6.5042962962963045E7
0.0031666666666666666,-6.162037037037039E7
0.0031999999999999997,-5.832000000000004E7
0.0032333333333333333,-5.513962962962964E7
0.003266666666666667,-5.207703703703703E7
0.0033,-4.913000000000001E7
0.003333333333333333,-4.629629629629632E7
0.0033666666666666662,-4.3573703703703746E7
0.0034,-4.096000000000002E7
0.003433333333333333,-3.8452962962963E7
0.0034666666666666665,-3.6050370370370395E7
0.0034999999999999996,-3.375000000000003E7
0.003533333333333333,-3.1549629629629645E7
0.0035666666666666668,-2.944703703703704E7
0.0036,-2.744000000000001E7
0.0036333333333333335,-2.5526296296296295E7
0.003666666666666667,-2.370370370370369E7
0.0037,-2.1969999999999996E7
0.0037333333333333333,-2.032296296296297E7
0.0037666666666666664,-1.8760370370370388E7
0.0038,-1.7280000000000004E7
0.003833333333333333,-1.5879629629629642E7
0.0038666666666666667,-1.455703703703704E7
0.0039,-1.3310000000000011E7
0.003933333333333334,-1.2136296296296284E7
0.003966666666666667,-1.1033703703703698E7
0.004,-10000000
0.004033333333333333,-9032962.962962968
0.004066666666666667,-8130370.370370359
0.0041,-7289999.999999994
0.004133333333333334,-6509629.629629609
0.0041666666666666675,-5787037.037037022
0.004200000000000001,-5119999.999999991
0.004233333333333334,-4506296.296296291
0.004266666666666668,-3943703.7037036885
0.0043,-3430000.0000000014
0.004333333333333334,-2962962.9629629557
0.004366666666666667,-2540370.370370366
0.0044,-2159999.999999998
0.004433333333333334,-1819629.6296296217
0.004466666666666667,-1517037.0370370317
0.0045000000000000005,-1249999.9999999967
0.004533333333333334,-1016296.2962962949
0.004566666666666667,-813703.7037037036
0.004600000000000001,-639999.9999999967
0.004633333333333334,-492962.96296296106
0.004666666666666668,-370370.37037036655
0.004700000000000001,-269999.99999999744
0.004733333333333334,-189629.62962962803
0.004766666666666667,-127037.03703703615
0.004800000000000001,-79999.99999999854
0.0048333333333333344,-46296.29629629546
0.0048666666666666684,-23703.70370370281
0.004900000000000002,-9999.999999999558
0.004933333333333335,-2962.962962962793
0.004966666666666668,-370.37037037033474
0.005000000000000001,6.525304467998525E-39
0.005033333333333334,370.37037037039255
0.005066666666666668,2962.9629629631404
0.005100000000000001,10000.000000000338
0.005133333333333334,23703.7037037042
0.005166666666666668,46296.29629629763
0.0052000000000000015,80000.00000000166
0.005233333333333335,127037.03703703897
0.005266666666666669,189629.6296296336
0.005300000000000001,270000.00000000215
0.005333333333333335,370370.3703703752
0.005366666666666668,492962.962962968
0.005400000000000001,640000.000000005
0.005433333333333335,813703.7037037133
0.005466666666666668,1016296.2962963061
0.005500000000000001,1250000.00000001
0.0055333333333333345,1517037.0370370464
0.005566666666666668,1819629.6296296383
0.005600000000000002,2160000.000000017
0.005633333333333335,2540370.370370387
0.005666666666666669,2962962.9629629897
0.005700000000000002,3430000.0000000275
0.005733333333333335,3943703.70370373
0.005766666666666669,4506296.296296337
0.005800000000000002,5120000.00000004
0.005833333333333335,5787037.037037077
0.005866666666666669,6509629.629629687
0.0059000000000000025,7290000.000000057
0.005933333333333336,8130370.370370426
0.005966666666666669,9032962.962963017
0.006000000000000002,1.0000000000000052E7
0.006033333333333335,1.1033703703703754E7
0.006066666666666669,1.2136296296296371E7
0.006100000000000002,1.3310000000000075E7
0.006133333333333335,1.4557037037037106E7
0.006166666666666669,1.5879629629629731E7
0.006200000000000002,1.72800000000001E7
0.006233333333333336,1.8760370370370504E7
0.0062666666666666695,2.0322962962963097E7
0.006300000000000003,2.197000000000013E7
0.006333333333333337,2.3703703703703877E7
0.00636666666666667,2.5526296296296462E7
0.006400000000000003,2.7440000000000168E7
0.006433333333333336,2.9447037037037198E7
0.00646666666666667,3.154962962962984E7
0.006500000000000002,3.375000000000014E7
0.0065333333333333354,3.605037037037051E7
0.0065666666666666694,3.845296296296316E7
0.0066000000000000026,4.0960000000000186E7
0.0066333333333333366,4.357370370370395E7
0.00666666666666667,4.6296296296296544E7
0.006700000000000003,4.913000000000024E7
0.006733333333333336,5.207703703703727E7
0.00676666666666667,5.513962962962993E7
0.006800000000000003,5.83200000000003E7
0.006833333333333337,6.162037037037073E7
0.00686666666666667,6.504296296296332E7
0.006900000000000003,6.859000000000036E7
0.0069333333333333365,7.226370370370404E7
0.00696666666666667,7.606629629629661E7
0.007000000000000003,8.000000000000031E7
0.007033333333333337,8.406703703703745E7
0.00706666666666667,8.826962962963003E7
0.007100000000000003,9.261000000000037E7
0.007133333333333337,9.709037037037086E7
0.007166666666666669,1.0171296296296331E8
0.007200000000000003,1.0648000000000045E8
0.007233333333333336,1.1139370370370413E8
0.007266666666666671,1.16456296296297E8
0.0073000000000000035,1.2167000000000054E8
0.0073333333333333375,1.270370370370377E8
0.007366666666666671,1.3255962962963028E8
0.007400000000000004,1.3824000000000063E8
0.007433333333333337,1.4408037037037098E8
0.007466666666666671,1.5008296296296373E8
0.007500000000000003,1.562500000000006E8
0.007533333333333337,1.6258370370370442E8
0.00756666666666667,1.6908629629629698E8
0.0076000000000000035,1.757600000000007E8
0.0076333333333333375,1.8260703703703788E8
0.007666666666666671,1.8962962962963045E8
0.007700000000000004,1.9683000000000077E8
0.007733333333333337,2.0421037037037113E8
0.00776666666666667,2.117729629629637E8
0.007800000000000004,2.195200000000009E8
0.007833333333333338,2.274537037037048E8
0.007866666666666671,2.3557629629629734E8
0.007900000000000004,2.4389000000000107E8
0.007933333333333337,2.5239703703703806E8
0.00796666666666667,2.6109962962963063E8
0.008000000000000004,2.7000000000000095E8
0.008033333333333337,2.791003703703713E8
0.008066666666666672,2.8840296296296436E8
0.008100000000000003,2.9791000000000083E8
0.008133333333333338,3.07623703703705E8
0.008166666666666671,3.175462962962976E8
0.008200000000000004,3.2768000000000125E8
0.008233333333333337,3.3802703703703827E8
0.008266666666666672,3.4858962962963134E8
0.008300000000000005,3.593700000000017E8
0.008333333333333338,3.70370370370372E8
0.008366666666666672,3.815929629629646E8
0.008400000000000005,3.9304000000000155E8
0.008433333333333338,4.0471370370370525E8
0.008466666666666671,4.1661629629629785E8
0.008500000000000004,4.287500000000015E8
0.008533333333333339,4.411170370370391E8
0.008566666666666672,4.5371962962963164E8
0.008600000000000005,4.6656000000000197E8
0.008633333333333338,4.7964037037037235E8
0.008666666666666673,4.9296296296296555E8
0.008700000000000005,5.0653000000000185E8
0.008733333333333338,5.203437037037055E8
0.008766666666666671,5.34406296296298E8
0.008800000000000004,5.487200000000017E8
0.008833333333333337,5.632870370370387E8
0.008866666666666672,5.78109629629632E8
0.008900000000000005,5.931900000000023E8
0.008933333333333338,6.085303703703725E8
0.008966666666666671,6.241329629629653E8
0.009000000000000005,6.400000000000021E8
0.009033333333333338,6.561337037037058E8
0.00906666666666667,6.725362962962983E8
0.009100000000000004,6.892100000000018E8
0.009133333333333337,7.061570370370389E8
0.009166666666666672,7.233796296296324E8
0.009200000000000005,7.408800000000026E8
0.00923333333333334,7.586603703703738E8
0.009266666666666673,7.767229629629663E8
0.009300000000000006,7.950700000000033E8
0.00933333333333334,8.13703703703707E8
0.009366666666666672,8.326262962962995E8
0.009400000000000006,8.518400000000032E8
0.009433333333333339,8.713470370370401E8
0.009466666666666674,8.911496296296338E8
0.009500000000000005,9.11250000000003E8
0.00953333333333334,9.316503703703743E8
0.009566666666666673,9.523529629629668E8
0.009600000000000006,9.733600000000038E8
0.00963333333333334,9.946737037037075E8
0.009666666666666672,1.0162962962962999E9
0.009700000000000005,1.0382300000000036E9
0.009733333333333339,1.0604770370370406E9
0.009766666666666672,1.083039629629633E9
0.009800000000000005,1.1059200000000033E9
0.009833333333333338,1.1291203703703737E9
0.00986666666666667,1.1526429629629648E9
0.009900000000000003,1.1764900000000017E9
0.009933333333333336,1.2006637037037053E9
0.009966666666666667,1.2251662962962966E9
0.01,1.2500000000000002E9
