% Model,Masterthesis_Linus_PoissonsEqu.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 23 2024, 06:38"
% Dimension,1
% Nodes,301
% Expressions,1
% Description,Line graph
x-coordinate (m),Electric potential
0,1000
3.333333333333333E-5,996.6296833044034
6.666666666666666E-5,993.2605480048244
9.999999999999999E-5,989.8925941012624
1.333333333333333E-4,986.5258215937176
1.6666666666666666E-4,983.1602304821904
1.9999999999999998E-4,979.7958207666804
2.3333333333333333E-4,976.4325184141725
2.666666666666667E-4,973.0702586437702
3.0E-4,969.7090414554734
3.3333333333333327E-4,966.3488668492826
3.666666666666666E-4,962.9897348251973
3.9999999999999996E-4,959.6316453832179
4.333333333333333E-4,956.2745303451853
4.6666666666666666E-4,952.9183303995552
5.0E-4,949.5630455463275
5.333333333333334E-4,946.2086757855022
5.666666666666667E-4,942.8552211170795
6.0E-4,939.502681541059
6.333333333333333E-4,936.1509944931984
6.666666666666666E-4,932.8001058903637
6.999999999999999E-4,929.4500157325554
7.333333333333332E-4,926.1007240197729
7.666666666666666E-4,922.7522307520167
7.999999999999999E-4,919.4045359292867
8.333333333333333E-4,916.0575823603155
8.666666666666666E-4,912.7113209494398
8.999999999999999E-4,909.3657516966598
9.333333333333332E-4,906.0208746019756
9.666666666666665E-4,902.6766896653871
9.999999999999998E-4,899.3331968868945
0.0010333333333333332,895.9903442072649
0.0010666666666666665,892.6480872773651
0.0010999999999999998,889.3064260971954
0.001133333333333333,885.9653606667555
0.0011666666666666663,882.6248909860458
0.0011999999999999997,879.2850170550657
0.001233333333333333,875.9456917056773
0.0012666666666666664,872.6068750943365
0.0012999999999999995,869.2685672210431
0.0013333333333333329,865.9307680857974
0.0013666666666666662,862.593477688599
0.0013999999999999996,859.2566960294484
0.001433333333333333,855.9203805903607
0.0014666666666666662,852.5844957924402
0.0014999999999999996,849.2490416356873
0.0015333333333333327,845.9140181201017
0.001566666666666666,842.5794252456838
0.0015999999999999994,839.245263012433
0.0016333333333333328,835.9114933115783
0.0016666666666666663,832.5780845879316
0.0016999999999999995,829.2450368414933
0.0017333333333333328,825.9123500722633
0.0017666666666666662,822.5800242802418
0.0017999999999999995,819.2480594654285
0.0018333333333333326,815.9164216873243
0.0018666666666666662,812.5850831735091
0.0018999999999999993,809.254043923983
0.0019333333333333325,805.9233039387459
0.001966666666666666,802.592863217798
0.001999999999999999,799.2627217611392
0.0020333333333333327,795.9328495556019
0.002066666666666666,792.6032223705931
0.0020999999999999994,789.2738402061128
0.0021333333333333326,785.9447030621609
0.002166666666666666,782.6158109387375
0.0021999999999999993,779.2871638358424
0.002233333333333333,775.9587354266996
0.002266666666666666,772.630504781602
0.002299999999999999,769.3024719005494
