% Model,Masterthesis_Linus_PoissonsEqu.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 23 2024, 06:36"
% Dimension,1
% Nodes,301
% Expressions,1
% Description,Line graph
x-coordinate (m),Electric field norm
0,100001.12722180597
3.333333333333333E-5,100001.09177992633
6.666666666666666E-5,100001.05633804575
9.999999999999999E-5,100001.0208961647
1.333333333333333E-4,100000.98545428365
1.6666666666666666E-4,100000.95001240261
1.9999999999999998E-4,100000.91463991115
2.3333333333333333E-4,100000.8834318379
2.666666666666667E-4,100000.85215437552
3.0E-4,100000.82087691221
3.3333333333333327E-4,100000.78959944937
3.666666666666666E-4,100000.7583219856
3.9999999999999996E-4,100000.72711102292
4.333333333333333E-4,100000.69972474826
4.6666666666666666E-4,100000.67227197625
5.0E-4,100000.64481920283
5.333333333333334E-4,100000.61736643035
5.666666666666667E-4,100000.58991365694
6.0E-4,100000.56252449285
6.333333333333333E-4,100000.53863475006
6.666666666666666E-4,100000.5146813984
6.999999999999999E-4,100000.49072804675
7.333333333333332E-4,100000.46677469462
7.666666666666666E-4,100000.4428213425
7.999999999999999E-4,100000.41892871074
8.333333333333333E-4,100000.39822468557
8.666666666666666E-4,100000.37745994166
8.999999999999999E-4,100000.35669519845
9.333333333333332E-4,100000.33593045361
9.666666666666665E-4,100000.31516571157
9.999999999999998E-4,100000.29445879348
0.0010333333333333332,100000.27664412512
0.0010666666666666665,100000.25877163373
0.0010999999999999998,100000.24089914188
0.001133333333333333,100000.2230266491
0.0011666666666666663,100000.20515415817
0.0011999999999999997,100000.18733659852
0.001233333333333333,100000.17212939076
0.0012666666666666664,100000.1568672494
0.0012999999999999995,100000.14160510711
0.0013333333333333329,100000.12634296529
0.0013666666666666662,100000.11108082347
0.0013999999999999996,100000.09587072674
0.001433333333333333,100000.08300353726
0.0014666666666666662,100000.07008429989
0.0014999999999999996,100000.05716506392
0.0015333333333333327,100000.04424582701
0.001566666666666666,100000.0313265901
0.0015999999999999994,100000.01845650747
0.0016333333333333328,100000.00767634134
0.0016666666666666663,99999.99684702675
0.0016999999999999995,99999.98601771146
0.0017333333333333328,99999.97518839594
0.0017666666666666662,99999.96435908228
0.0017999999999999995,99999.95357602532
0.0018333333333333326,99999.94464435684
0.0018666666666666662,99999.93566642771
0.0018999999999999993,99999.92668849928
0.0019333333333333325,99999.91771056876
0.001966666666666666,99999.90873264149
0.001999999999999999,99999.89979808102
0.0020333333333333327,99999.89249083353
0.002066666666666666,99999.885140219
0.0020999999999999994,99999.87778960308
0.0021333333333333326,99999.87043898646
0.002166666666666666,99999.8630883731
0.0021999999999999993,99999.85577823524
0.002233333333333333,99999.84988579107
0.002266666666666666,99999.84395286976
0.002299999999999999,99999.83801994799
0.0023333333333333322,99999.83208702691
0.002366666666666666,99999.82615410537
0.002399999999999999,99999.82025876944
0.0024333333333333325,99999.81558596995
0.0024666666666666656,99999.81087558204
0.0024999999999999988,99999.80616519367
0.0025333333333333323,99999.80145480484
0.002566666666666666,99999.7967444174
0.002599999999999999,99999.79206872243
0.0026333333333333326,99999.78843485308
0.0026666666666666657,99999.78476629243
0.0026999999999999993,99999.78109773155
0.0027333333333333324,99999.77742916904
0.0027666666666666655,99999.77376060933
0.002799999999999999,99999.77009204961
0.0028333333333333327,99999.76736267051
0.002866666666666666,99999.76456968952
0.002899999999999999,99999.7617767076
0.002933333333333332,99999.75898372382
0.002966666666666666,99999.75619074423
0.002999999999999999,99999.75339775905
0.0030333333333333328,99999.75138638471
0.0030666666666666663,99999.74931718805
0.0030999999999999995,99999.74724799022
0.0031333333333333326,99999.7451787917
0.0031666666666666666,99999.74310959596
0.0031999999999999997,99999.74106641859
0.0032333333333333333,99999.73960969155
0.003266666666666667,99999.73812694405
0.0033,99999.73664419679
0.003333333333333333,99999.7351614479
0.0033666666666666662,99999.73367870227
0.0034,99999.7321959529
0.003433333333333333,99999.73122302978
0.0034666666666666665,99999.73020385182
0.0034999999999999996,99999.72918467363
0.003533333333333333,99999.72816549521
0.0035666666666666668,99999.72714631818
0.0036,99999.726147376
0.0036333333333333335,99999.7255035789
0.003666666666666667,99999.724839548
0.0037,99999.72417551698
0.0037333333333333333,99999.72351148445
0.0037666666666666664,99999.72284745425
0.0038,99999.72218342125
0.003833333333333333,99999.72181526164
0.0038666666666666667,99999.7214124098
0.0039,99999.7210095576
0.003933333333333334,99999.72060670331
0.003966666666666667,99999.72020385321
0.004,99999.71980099939
0.004033333333333333,99999.71960872854
0.004066666666666667,99999.7193875463
0.0041,99999.71916636312
0.004133333333333334,99999.71894518007
0.0041666666666666675,99999.71872399747
0.004200000000000001,99999.71850281395
0.004233333333333334,99999.71842137689
0.004266666666666668,99999.71831680846
0.0043,99999.71821223944
0.004333333333333334,99999.71810767055
0.004366666666666667,99999.71800310165
0.0044,99999.71789853275
0.004433333333333334,99999.71787733736
0.004466666666666667,99999.71783878724
0.0045000000000000005,99999.71780023677
0.004533333333333334,99999.71776168514
0.004566666666666667,99999.71772313584
0.004600000000000001,99999.71768458374
0.004633333333333334,99999.71768747969
0.004666666666666668,99999.7176788071
0.004700000000000001,99999.71767013334
0.004733333333333334,99999.71766145993
0.004766666666666667,99999.71765278745
0.004800000000000001,99999.71764411405
0.0048333333333333344,99999.71764941409
0.0048666666666666684,99999.71764893213
0.004900000000000002,99999.71764845075
0.004933333333333335,99999.71764796926
0.004966666666666668,99999.71764748637
0.005000000000000001,99999.71764700487
0.005033333333333334,99999.71764748928
0.005066666666666668,99999.71764797228
0.005100000000000001,99999.71764845494
0.005133333333333334,99999.7176489369
0.005166666666666668,99999.71764942072
0.0052000000000000015,99999.71764990222
0.005233333333333335,99999.71765279211
0.005266666666666669,99999.71766146668
0.005300000000000001,99999.71767014079
0.005333333333333335,99999.7176788142
0.005366666666666668,99999.71768748853
0.005400000000000001,99999.71769616194
0.005433333333333335,99999.71772314806
0.005466666666666668,99999.71776169934
0.005500000000000001,99999.71780024981
0.0055333333333333345,99999.71783880051
0.005566666666666668,99999.71787735168
0.005600000000000002,99999.71791590285
0.005633333333333335,99999.71800312458
0.005666666666666669,99999.71810769348
0.005700000000000002,99999.71821226226
0.005733333333333335,99999.7183168307
0.005766666666666669,99999.7184213996
0.005800000000000002,99999.71852596756
0.005833333333333335,99999.71872402029
0.005866666666666669,99999.71894520405
0.0059000000000000025,99999.71916638757
0.005933333333333336,99999.71938757086
0.005966666666666669,99999.71960875485
0.006000000000000002,99999.71982993744
0.006033333333333335,99999.72020387859
0.006066666666666669,99999.72060673183
0.006100000000000002,99999.72100958508
0.006133333333333335,99999.7214124375
0.006166666666666669,99999.72181529086
0.006200000000000002,99999.72221814375
0.006233333333333336,99999.72284748056
0.0062666666666666695,99999.72351151332
0.006300000000000003,99999.72417554585
0.006333333333333337,99999.72483957838
0.00636666666666667,99999.72550361231
0.006400000000000003,99999.7261474051
0.006433333333333336,99999.72714634414
0.00646666666666667,99999.72816552385
0.006500000000000002,99999.7291847032
0.0065333333333333354,99999.73020388186
0.0065666666666666694,99999.73122306168
0.0066000000000000026,99999.73224223964
0.0066333333333333366,99999.73367872881
0.00666666666666667,99999.73516147735
0.006700000000000003,99999.73664422613
0.006733333333333336,99999.73812697409
0.00676666666666667,99999.73960972345
0.006800000000000003,99999.74106645072
0.006833333333333337,99999.74310962745
0.00686666666666667,99999.74517882551
0.006900000000000003,99999.74724802305
0.0069333333333333365,99999.74931722041
0.00696666666666667,99999.75138641847
0.007000000000000003,99999.7534556156
0.007033333333333337,99999.75619077537
0.00706666666666667,99999.75898375968
0.007100000000000003,99999.76177674346
0.007133333333333337,99999.76456972677
0.007166666666666669,99999.76736271102
0.007200000000000003,99999.77015569434
