% Model,Masterthesis_Linus_PoissonsEqu.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 23 2024, 06:38"
% Dimension,1
% Nodes,301
% Expressions,1
% Description,Line graph
x-coordinate (m),Space Charge Density
0,-1.2500000000000002E14
3.333333333333333E-5,-1.2251662962962964E14
6.666666666666666E-5,-1.200663703703704E14
9.999999999999999E-5,-1.17649E14
1.333333333333333E-4,-1.152642962962963E14
1.6666666666666666E-4,-1.1291203703703706E14
1.9999999999999998E-4,-1.1059200000000003E14
2.3333333333333333E-4,-1.0830396296296295E14
2.666666666666667E-4,-1.060477037037037E14
3.0E-4,-1.03823E14
3.3333333333333327E-4,-1.0162962962962966E14
3.666666666666666E-4,-9.946737037037036E13
3.9999999999999996E-4,-9.7336E13
4.333333333333333E-4,-9.523529629629631E13
4.6666666666666666E-4,-9.316503703703705E13
5.0E-4,-9.112500000000003E13
5.333333333333334E-4,-8.911496296296295E13
5.666666666666667E-4,-8.71347037037037E13
6.0E-4,-8.5184E13
6.333333333333333E-4,-8.326262962962966E13
6.666666666666666E-4,-8.137037037037038E13
6.999999999999999E-4,-7.9507E13
7.333333333333332E-4,-7.767229629629631E13
7.666666666666666E-4,-7.586603703703706E13
7.999999999999999E-4,-7.408800000000002E13
8.333333333333333E-4,-7.233796296296297E13
8.666666666666666E-4,-7.06157037037037E13
8.999999999999999E-4,-6.892100000000002E13
9.333333333333332E-4,-6.725362962962965E13
9.666666666666665E-4,-6.561337037037036E13
9.999999999999998E-4,-6.400000000000001E13
0.0010333333333333332,-6.24132962962963E13
0.0010666666666666665,-6.0853037037037055E13
0.0010999999999999998,-5.931900000000001E13
0.001133333333333333,-5.781096296296298E13
0.0011666666666666663,-5.632870370370372E13
0.0011999999999999997,-5.487200000000002E13
0.001233333333333333,-5.344062962962965E13
0.0012666666666666664,-5.203437037037039E13
0.0012999999999999995,-5.065300000000002E13
0.0013333333333333329,-4.929629629629631E13
0.0013666666666666662,-4.796403703703706E13
0.0013999999999999996,-4.665600000000003E13
0.001433333333333333,-4.5371962962962984E13
0.0014666666666666662,-4.411170370370372E13
0.0014999999999999996,-4.2875000000000016E13
0.0015333333333333327,-4.166162962962966E13
0.001566666666666666,-4.047137037037041E13
0.0015999999999999994,-3.930400000000002E13
0.0016333333333333328,-3.8159296296296305E13
0.0016666666666666663,-3.7037037037037055E13
0.0016999999999999995,-3.593700000000002E13
0.0017333333333333328,-3.485896296296299E13
0.0017666666666666662,-3.380270370370371E13
0.0017999999999999995,-3.276800000000002E13
0.0018333333333333326,-3.1754629629629652E13
0.0018666666666666662,-3.076237037037039E13
0.0018999999999999993,-2.9791000000000023E13
0.0019333333333333325,-2.884029629629632E13
0.001966666666666666,-2.7910037037037055E13
0.001999999999999999,-2.7000000000000023E13
0.0020333333333333327,-2.610996296296298E13
0.002066666666666666,-2.5239703703703723E13
0.0020999999999999994,-2.4389000000000016E13
0.0021333333333333326,-2.3557629629629652E13
0.002166666666666666,-2.2745370370370387E13
0.0021999999999999993,-2.195200000000002E13
0.002233333333333333,-2.117729629629631E13
0.002266666666666666,-2.0421037037037055E13
0.002299999999999999,-1.968300000000002E13
0.0023333333333333322,-1.896296296296299E13
0.002366666666666666,-1.8260703703703727E13
0.002399999999999999,-1.7576000000000025E13
0.0024333333333333325,-1.690862962962965E13
0.0024666666666666656,-1.6258370370370393E13
0.0024999999999999988,-1.5625000000000025E13
0.0025333333333333323,-1.5008296296296316E13
0.002566666666666666,-1.4408037037037053E13
0.002599999999999999,-1.3824000000000018E13
0.0026333333333333326,-1.3255962962962979E13
0.0026666666666666657,-1.270370370370372E13
0.0026999999999999993,-1.2167000000000012E13
0.0027333333333333324,-1.1645629629629646E13
0.0027666666666666655,-1.1139370370370387E13
0.002799999999999999,-1.0648000000000016E13
0.0028333333333333327,-1.0171296296296307E13
0.002866666666666666,-9.709037037037049E12
0.002899999999999999,-9.261000000000016E12
0.002933333333333332,-8.826962962962982E12
0.002966666666666666,-8.406703703703711E12
0.002999999999999999,-8.000000000000012E12
0.0030333333333333328,-7.606629629629637E12
0.0030666666666666663,-7.226370370370375E12
0.0030999999999999995,-6.859000000000007E12
0.0031333333333333326,-6.504296296296305E12
0.0031666666666666666,-6.162037037037039E12
0.0031999999999999997,-5.832000000000004E12
0.0032333333333333333,-5.513962962962965E12
0.003266666666666667,-5.207703703703703E12
0.0033,-4.913000000000001E12
0.003333333333333333,-4.629629629629632E12
0.0033666666666666662,-4.3573703703703745E12
0.0034,-4.0960000000000024E12
0.003433333333333333,-3.8452962962963E12
0.0034666666666666665,-3.605037037037039E12
0.0034999999999999996,-3.375000000000003E12
