% Model,Masterthesis_Linus_PoissonsEqu.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 23 2024, 06:38"
% Dimension,1
% Nodes,301
% Expressions,1
% Description,Line graph
x-coordinate (m),Space Charge Density
0.003533333333333333,-3.154962962962965E12
0.0035666666666666668,-2.944703703703704E12
0.0036,-2.7440000000000015E12
0.0036333333333333335,-2.5526296296296294E12
0.003666666666666667,-2.370370370370369E12
0.0037,-2.1969999999999998E12
0.0037333333333333333,-2.0322962962962969E12
0.0037666666666666664,-1.8760370370370388E12
0.0038,-1.7280000000000005E12
0.003833333333333333,-1.587962962962964E12
0.0038666666666666667,-1.4557037037037039E12
0.0039,-1.331000000000001E12
0.003933333333333334,-1.2136296296296284E12
0.003966666666666667,-1.1033703703703699E12
0.004,-1.0000000000000001E12
0.004033333333333333,-9.032962962962969E11
0.004066666666666667,-8.130370370370359E11
0.0041,-7.289999999999994E11
0.004133333333333334,-6.509629629629609E11
0.0041666666666666675,-5.787037037037023E11
0.004200000000000001,-5.119999999999991E11
0.004233333333333334,-4.506296296296291E11
0.004266666666666668,-3.9437037037036884E11
0.0043,-3.430000000000002E11
0.004333333333333334,-2.9629629629629553E11
0.004366666666666667,-2.540370370370366E11
0.0044,-2.1599999999999982E11
0.004433333333333334,-1.819629629629622E11
0.004466666666666667,-1.517037037037032E11
0.0045000000000000005,-1.2499999999999966E11
0.004533333333333334,-1.0162962962962949E11
0.004566666666666667,-8.137037037037036E10
0.004600000000000001,-6.399999999999967E10
0.004633333333333334,-4.9296296296296104E10
0.004666666666666668,-3.703703703703665E10
0.004700000000000001,-2.699999999999974E10
0.004733333333333334,-1.8962962962962803E10
0.004766666666666667,-1.2703703703703615E10
0.004800000000000001,-7.999999999999854E9
0.0048333333333333344,-4.629629629629546E9
0.0048666666666666684,-2.3703703703702807E9
0.004900000000000002,-9.999999999999558E8
0.004933333333333335,-2.962962962962793E8
0.004966666666666668,-3.7037037037033476E7
0.005000000000000001,6.5253044679985245E-34
0.005033333333333334,3.703703703703926E7
0.005066666666666668,2.9629629629631406E8
0.005100000000000001,1.0000000000000339E9
0.005133333333333334,2.37037037037042E9
0.005166666666666668,4.629629629629763E9
0.0052000000000000015,8.000000000000166E9
0.005233333333333335,1.2703703703703897E10
0.005266666666666669,1.896296296296336E10
0.005300000000000001,2.7000000000000214E10
0.005333333333333335,3.703703703703752E10
0.005366666666666668,4.92962962962968E10
0.005400000000000001,6.40000000000005E10
0.005433333333333335,8.137037037037132E10
0.005466666666666668,1.0162962962963062E11
0.005500000000000001,1.2500000000000099E11
0.0055333333333333345,1.5170370370370465E11
0.005566666666666668,1.8196296296296384E11
0.005600000000000002,2.160000000000017E11
0.005633333333333335,2.5403703703703873E11
0.005666666666666669,2.9629629629629895E11
0.005700000000000002,3.4300000000000275E11
0.005733333333333335,3.94370370370373E11
0.005766666666666669,4.5062962962963367E11
0.005800000000000002,5.12000000000004E11
0.005833333333333335,5.787037037037078E11
0.005866666666666669,6.509629629629688E11
0.0059000000000000025,7.290000000000056E11
0.005933333333333336,8.130370370370426E11
0.005966666666666669,9.032962962963018E11
0.006000000000000002,1.0000000000000052E12
0.006033333333333335,1.1033703703703755E12
0.006066666666666669,1.2136296296296372E12
0.006100000000000002,1.3310000000000076E12
0.006133333333333335,1.4557037037037107E12
0.006166666666666669,1.5879629629629731E12
0.006200000000000002,1.72800000000001E12
0.006233333333333336,1.8760370370370503E12
0.0062666666666666695,2.0322962962963098E12
0.006300000000000003,2.197000000000013E12
0.006333333333333337,2.3703703703703877E12
0.00636666666666667,2.5526296296296465E12
0.006400000000000003,2.7440000000000166E12
0.006433333333333336,2.9447037037037197E12
0.00646666666666667,3.154962962962984E12
0.006500000000000002,3.3750000000000146E12
0.0065333333333333354,3.605037037037051E12
0.0065666666666666694,3.8452962962963154E12
0.0066000000000000026,4.096000000000019E12
0.0066333333333333366,4.357370370370395E12
0.00666666666666667,4.629629629629654E12
0.006700000000000003,4.913000000000023E12
0.006733333333333336,5.207703703703727E12
0.00676666666666667,5.513962962962993E12
0.006800000000000003,5.832000000000029E12
0.006833333333333337,6.162037037037073E12
0.00686666666666667,6.504296296296332E12
0.006900000000000003,6.859000000000035E12
0.0069333333333333365,7.226370370370404E12
0.00696666666666667,7.606629629629662E12
0.007000000000000003,8.000000000000032E12
0.007033333333333337,8.406703703703744E12
0.00706666666666667,8.826962962963004E12
0.007100000000000003,9.261000000000037E12
0.007133333333333337,9.709037037037086E12
0.007166666666666669,1.017129629629633E13
0.007200000000000003,1.0648000000000045E13
0.007233333333333336,1.1139370370370414E13
0.007266666666666671,1.1645629629629701E13
0.0073000000000000035,1.2167000000000053E13
0.0073333333333333375,1.270370370370377E13
0.007366666666666671,1.325596296296303E13
0.007400000000000004,1.3824000000000062E13
0.007433333333333337,1.44080370370371E13
0.007466666666666671,1.5008296296296373E13
0.007500000000000003,1.5625000000000059E13
0.007533333333333337,1.6258370370370441E13
0.00756666666666667,1.69086296296297E13
0.0076000000000000035,1.7576000000000068E13
0.0076333333333333375,1.826070370370379E13
0.007666666666666671,1.8962962962963043E13
0.007700000000000004,1.968300000000008E13
0.007733333333333337,2.0421037037037113E13
0.00776666666666667,2.117729629629637E13
0.007800000000000004,2.195200000000009E13
0.007833333333333338,2.274537037037048E13
0.007866666666666671,2.3557629629629734E13
0.007900000000000004,2.4389000000000105E13
0.007933333333333337,2.5239703703703805E13
0.00796666666666667,2.6109962962963062E13
0.008000000000000004,2.7000000000000094E13
0.008033333333333337,2.791003703703713E13
0.008066666666666672,2.8840296296296434E13
0.008100000000000003,2.9791000000000086E13
0.008133333333333338,3.0762370370370504E13
0.008166666666666671,3.1754629629629758E13
0.008200000000000004,3.2768000000000125E13
0.008233333333333337,3.3802703703703824E13
0.008266666666666672,3.4858962962963133E13
0.008300000000000005,3.593700000000017E13
0.008333333333333338,3.70370370370372E13
0.008366666666666672,3.815929629629646E13
0.008400000000000005,3.930400000000016E13
0.008433333333333338,4.047137037037052E13
0.008466666666666671,4.166162962962978E13
0.008500000000000004,4.287500000000015E13
0.008533333333333339,4.411170370370391E13
0.008566666666666672,4.5371962962963164E13
0.008600000000000005,4.6656000000000195E13
0.008633333333333338,4.7964037037037234E13
0.008666666666666673,4.9296296296296555E13
0.008700000000000005,5.065300000000018E13
0.008733333333333338,5.203437037037055E13
0.008766666666666671,5.3440629629629805E13
0.008800000000000004,5.487200000000017E13
0.008833333333333337,5.632870370370387E13
0.008866666666666672,5.7810962962963195E13
0.008900000000000005,5.931900000000023E13
0.008933333333333338,6.085303703703726E13
0.008966666666666671,6.241329629629652E13
0.009000000000000005,6.400000000000022E13
0.009033333333333338,6.561337037037058E13
0.00906666666666667,6.725362962962982E13
0.009100000000000004,6.892100000000019E13
0.009133333333333337,7.061570370370389E13
0.009166666666666672,7.233796296296323E13
0.009200000000000005,7.408800000000027E13
0.00923333333333334,7.586603703703739E13
0.009266666666666673,7.767229629629664E13
0.009300000000000006,7.950700000000033E13
0.00933333333333334,8.13703703703707E13
0.009366666666666672,8.326262962962995E13
0.009400000000000006,8.518400000000033E13
0.009433333333333339,8.713470370370402E13
0.009466666666666674,8.911496296296338E13
0.009500000000000005,9.11250000000003E13
0.00953333333333334,9.316503703703744E13
0.009566666666666673,9.523529629629669E13
0.009600000000000006,9.733600000000038E13
0.00963333333333334,9.946737037037075E13
0.009666666666666672,1.0162962962963E14
0.009700000000000005,1.0382300000000036E14
0.009733333333333339,1.0604770370370406E14
0.009766666666666672,1.083039629629633E14
0.009800000000000005,1.1059200000000033E14
0.009833333333333338,1.1291203703703736E14
0.00986666666666667,1.1526429629629647E14
0.009900000000000003,1.1764900000000017E14
0.009933333333333336,1.2006637037037053E14
0.009966666666666667,1.2251662962962964E14
0.01,1.2500000000000002E14
