% Model,Masterthesis_Linus_PoissonsEqu.mph
% Version,COMSOL 6.1.0.357
% Date,"Feb 23 2024, 06:03"
% Dimension,1
% Nodes,301
% Expressions,1
% Description,Line graph
x-coordinate (m),Electric field norm
0,100000.00000000093
3.333333333333333E-5,100000.00000000163
6.666666666666666E-5,100000.0000000007
9.999999999999999E-5,99999.99999999907
1.333333333333333E-4,99999.99999999907
1.6666666666666666E-4,99999.99999999441
1.9999999999999998E-4,99999.99999999627
2.3333333333333333E-4,99999.99999999464
2.666666666666667E-4,99999.99999999464
3.0E-4,99999.99999999441
3.3333333333333327E-4,99999.99999999627
3.666666666666666E-4,99999.99999999627
3.9999999999999996E-4,99999.99999999627
4.333333333333333E-4,99999.99999999232
4.6666666666666666E-4,99999.99999999325
5.0E-4,99999.99999999255
5.333333333333334E-4,99999.99999999162
5.666666666666667E-4,99999.99999998882
6.0E-4,99999.99999999069
6.333333333333333E-4,99999.99999999022
6.666666666666666E-4,99999.9999999879
6.999999999999999E-4,99999.99999998603
7.333333333333332E-4,99999.99999998603
7.666666666666666E-4,99999.99999998324
7.999999999999999E-4,99999.99999997951
8.333333333333333E-4,99999.99999998882
8.666666666666666E-4,99999.99999998743
8.999999999999999E-4,99999.99999998603
9.333333333333332E-4,99999.9999999851
9.666666666666665E-4,99999.99999998137
9.999999999999998E-4,99999.99999998324
0.0010333333333333332,99999.9999999858
0.0010666666666666665,99999.99999998393
0.0010999999999999998,99999.99999998324
0.001133333333333333,99999.99999998137
0.0011666666666666663,99999.99999997951
0.0011999999999999997,99999.99999997951
0.001233333333333333,99999.99999998207
0.0012666666666666664,99999.99999998021
0.0012999999999999995,99999.99999997951
0.0013333333333333329,99999.99999997858
0.0013666666666666662,99999.99999997765
0.0013999999999999996,99999.99999997579
0.001433333333333333,99999.99999997695
0.0014666666666666662,99999.99999997765
0.0014999999999999996,99999.99999997765
0.0015333333333333327,99999.99999997672
0.001566666666666666,99999.99999997765
0.0015999999999999994,99999.99999997951
0.0016333333333333328,99999.99999997509
0.0016666666666666663,99999.99999997509
0.0016999999999999995,99999.99999997625
0.0017333333333333328,99999.99999997485
0.0017666666666666662,99999.99999997765
0.0017999999999999995,99999.99999997579
0.0018333333333333326,99999.99999997509
0.0018666666666666662,99999.99999997602
0.0018999999999999993,99999.99999997625
0.0019333333333333325,99999.99999997579
0.001966666666666666,99999.99999997765
0.001999999999999999,99999.99999997579
0.0020333333333333327,99999.99999997532
0.002066666666666666,99999.99999997672
0.0020999999999999994,99999.99999997672
0.0021333333333333326,99999.99999997485
0.002166666666666666,99999.99999997579
0.0021999999999999993,99999.99999997392
0.002233333333333333,99999.99999997998
0.002266666666666666,99999.99999997835
0.002299999999999999,99999.99999997858
0.0023333333333333322,99999.99999997858
0.002366666666666666,99999.99999997765
0.002399999999999999,99999.99999997765
0.0024333333333333325,99999.99999997765
0.0024666666666666656,99999.99999997905
0.0024999999999999988,99999.99999997951
0.0025333333333333323,99999.99999997858
0.002566666666666666,99999.99999998137
0.002599999999999999,99999.99999997951
0.0026333333333333326,99999.99999997602
0.0026666666666666657,99999.99999997811
0.0026999999999999993,99999.99999997905
0.0027333333333333324,99999.99999997765
0.0027666666666666655,99999.99999998137
0.002799999999999999,99999.99999997951
0.0028333333333333327,99999.99999997765
0.002866666666666666,99999.99999997905
0.002899999999999999,99999.99999997998
0.002933333333333332,99999.99999997858
0.002966666666666666,99999.99999998324
0.002999999999999999,99999.99999998137
0.0030333333333333328,99999.99999998068
0.0030666666666666663,99999.9999999816
0.0030999999999999995,99999.99999998184
0.0031333333333333326,99999.99999998137
0.0031666666666666666,99999.9999999823
0.0031999999999999997,99999.99999998137
0.0032333333333333333,99999.99999998021
0.003266666666666667,99999.99999998207
0.0033,99999.99999998324
0.003333333333333333,99999.9999999823
0.0033666666666666662,99999.9999999851
0.0034,99999.9999999851
0.003433333333333333,99999.99999997951
